ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,comments
1111 N HUMBOLDT,CHI010,42966,96,
1111 N HUMBOLDT,CHI010,42967,63,
1111 N HUMBOLDT,CHI010,42968,53,
1111 N HUMBOLDT,CHI010,42969,54,
1111 N HUMBOLDT,CHI010,42970,63,
1111 N HUMBOLDT,CHI010,42971,57,
1111 N HUMBOLDT,CHI010,42972,82,
1111 N HUMBOLDT,CHI010,42973,85,
1111 N HUMBOLDT,CHI010,42974,57,
1111 N HUMBOLDT,CHI010,42975,51,
1111 N HUMBOLDT,CHI010,42976,40,
1111 N HUMBOLDT,CHI010,42977,71,
1111 N HUMBOLDT,CHI010,42978,63,
1111 N HUMBOLDT,CHI010,42979,74,
1111 N HUMBOLDT,CHI010,42980,93,
1111 N HUMBOLDT,CHI010,42981,83,
1111 N HUMBOLDT,CHI010,42982,49,
1111 N HUMBOLDT,CHI010,42983,56,
1111 N HUMBOLDT,CHI010,42984,64,
1111 N HUMBOLDT,CHI010,42985,88,
1111 N HUMBOLDT,CHI010,42986,73,
1111 N HUMBOLDT,CHI010,42987,100,
1111 N HUMBOLDT,CHI010,42988,63,
1111 N HUMBOLDT,CHI010,42989,63,
1111 N HUMBOLDT,CHI010,42990,62,
1111 N HUMBOLDT,CHI010,42991,52,
1111 N HUMBOLDT,CHI010,42992,70,
1111 N HUMBOLDT,CHI010,42993,64,
1111 N HUMBOLDT,CHI010,42994,92,
1111 N HUMBOLDT,CHI010,42995,72,
1111 N HUMBOLDT,CHI010,42996,58,
1111 N HUMBOLDT,CHI010,42997,60,
1111 N HUMBOLDT,CHI010,42998,60,
1111 N HUMBOLDT,CHI010,42999,65,
1111 N HUMBOLDT,CHI010,43000,86,
1111 N HUMBOLDT,CHI010,43001,80,
1111 N HUMBOLDT,CHI010,43002,69,
1111 N HUMBOLDT,CHI010,43003,49,
1111 N HUMBOLDT,CHI010,43004,54,
1111 N HUMBOLDT,CHI010,43005,50,
1111 N HUMBOLDT,CHI010,43006,64,
1111 N HUMBOLDT,CHI010,43007,74,
1111 N HUMBOLDT,CHI010,43008,101,
1111 N HUMBOLDT,CHI010,43009,65,
1111 N HUMBOLDT,CHI010,43010,54,
1111 N HUMBOLDT,CHI010,43011,45,
1111 N HUMBOLDT,CHI010,43012,45,
1111 N HUMBOLDT,CHI010,43013,72,
1111 N HUMBOLDT,CHI010,43014,57,
1111 N HUMBOLDT,CHI010,43015,63,
1111 N HUMBOLDT,CHI010,43016,111,
1111 N HUMBOLDT,CHI010,43017,68,
1111 N HUMBOLDT,CHI010,43018,38,
1111 N HUMBOLDT,CHI010,43019,38,
1111 N HUMBOLDT,CHI010,43020,54,
1111 N HUMBOLDT,CHI010,43021,61,
1111 N HUMBOLDT,CHI010,43022,41,
1111 N HUMBOLDT,CHI010,43023,59,
1111 N HUMBOLDT,CHI010,43024,63,
1111 N HUMBOLDT,CHI010,43025,68,
1111 N HUMBOLDT,CHI010,43026,75,
1111 N HUMBOLDT,CHI010,43027,81,
1111 N HUMBOLDT,CHI010,43028,64,
1111 N HUMBOLDT,CHI010,43029,69,
1111 N HUMBOLDT,CHI010,43030,50,
1111 N HUMBOLDT,CHI010,43031,32,
1111 N HUMBOLDT,CHI010,43032,30,
1111 N HUMBOLDT,CHI010,43033,58,
1111 N HUMBOLDT,CHI010,43034,66,
1111 N HUMBOLDT,CHI010,43035,73,
1111 N HUMBOLDT,CHI010,43036,94,
1111 N HUMBOLDT,CHI010,43037,86,
1111 N HUMBOLDT,CHI010,43038,45,
1111 N HUMBOLDT,CHI010,43039,55,
1111 N HUMBOLDT,CHI010,43040,33,
1111 N HUMBOLDT,CHI010,43041,33,
1111 N HUMBOLDT,CHI010,43042,55,
1111 N HUMBOLDT,CHI010,43043,54,
1111 N HUMBOLDT,CHI010,43044,66,
1111 N HUMBOLDT,CHI010,43045,39,
1111 N HUMBOLDT,CHI010,43046,32,
1111 N HUMBOLDT,CHI010,43047,55,
1111 N HUMBOLDT,CHI010,43048,37,
1111 N HUMBOLDT,CHI010,43049,23,
1111 N HUMBOLDT,CHI010,43050,94,
1111 N HUMBOLDT,CHI010,43051,50,
1111 N HUMBOLDT,CHI010,43052,60,
1111 N HUMBOLDT,CHI010,43053,53,
1111 N HUMBOLDT,CHI010,43054,33,
1111 N HUMBOLDT,CHI010,43055,63,
1111 N HUMBOLDT,CHI010,43056,48,
1111 N HUMBOLDT,CHI010,43057,46,
1111 N HUMBOLDT,CHI010,43058,98,
1111 N HUMBOLDT,CHI010,43059,49,
1111 N HUMBOLDT,CHI010,43060,41,
1111 N HUMBOLDT,CHI010,43061,76,
1111 N HUMBOLDT,CHI010,43062,85,
1111 N HUMBOLDT,CHI010,43063,85,
1111 N HUMBOLDT,CHI010,43064,80,
1111 N HUMBOLDT,CHI010,43065,110,
1111 N HUMBOLDT,CHI010,43066,70,
1111 N HUMBOLDT,CHI010,43067,43,
1111 N HUMBOLDT,CHI010,43068,48,
1111 N HUMBOLDT,CHI010,43069,71,
1111 N HUMBOLDT,CHI010,43070,53,
1111 N HUMBOLDT,CHI010,43071,86,
1111 N HUMBOLDT,CHI010,43072,90,
1111 N HUMBOLDT,CHI010,43073,48,
1111 N HUMBOLDT,CHI010,43074,50,
1111 N HUMBOLDT,CHI010,43075,54,
1111 N HUMBOLDT,CHI010,43076,57,
1111 N HUMBOLDT,CHI010,43077,74,
1111 N HUMBOLDT,CHI010,43078,68,
1111 N HUMBOLDT,CHI010,43079,85,
1111 N HUMBOLDT,CHI010,43080,47,
1111 N HUMBOLDT,CHI010,43081,45,
1111 N HUMBOLDT,CHI010,43082,43,
1111 N HUMBOLDT,CHI010,43083,45,
1111 N HUMBOLDT,CHI010,43084,60,
1111 N HUMBOLDT,CHI010,43085,87,
1111 N HUMBOLDT,CHI010,43086,66,
1111 N HUMBOLDT,CHI010,43087,49,
1111 N HUMBOLDT,CHI010,43088,41,
1111 N HUMBOLDT,CHI010,43089,55,
1111 N HUMBOLDT,CHI010,43090,65,
1111 N HUMBOLDT,CHI010,43091,65,
1111 N HUMBOLDT,CHI010,43092,87,
1111 N HUMBOLDT,CHI010,43093,24,
1111 N HUMBOLDT,CHI010,43094,40,
1111 N HUMBOLDT,CHI010,43095,62,
1111 N HUMBOLDT,CHI010,43096,62,
1111 N HUMBOLDT,CHI010,43097,45,
1111 N HUMBOLDT,CHI010,43098,28,
1111 N HUMBOLDT,CHI010,43099,56,
1111 N HUMBOLDT,CHI010,43100,68,
1111 N HUMBOLDT,CHI010,43101,66,
1111 N HUMBOLDT,CHI010,43102,59,
1111 N HUMBOLDT,CHI010,43103,44,
1111 N HUMBOLDT,CHI010,43104,57,
1111 N HUMBOLDT,CHI010,43105,46,
1111 N HUMBOLDT,CHI010,43106,64,
1111 N HUMBOLDT,CHI010,43107,42,
1111 N HUMBOLDT,CHI010,43108,39,
1111 N HUMBOLDT,CHI010,43109,43,
1111 N HUMBOLDT,CHI010,43110,28,
1111 N HUMBOLDT,CHI010,43111,34,
1111 N HUMBOLDT,CHI010,43112,54,
1111 N HUMBOLDT,CHI010,43113,59,
1111 N HUMBOLDT,CHI010,43114,62,
1111 N HUMBOLDT,CHI010,43115,42,
1111 N HUMBOLDT,CHI010,43116,30,
1111 N HUMBOLDT,CHI010,43117,33,
1111 N HUMBOLDT,CHI010,43118,35,
1111 N HUMBOLDT,CHI010,43119,37,
1111 N HUMBOLDT,CHI010,43120,68,
1111 N HUMBOLDT,CHI010,43121,75,
1111 N HUMBOLDT,CHI010,43122,38,
1111 N HUMBOLDT,CHI010,43123,38,
1111 N HUMBOLDT,CHI010,43124,40,
1111 N HUMBOLDT,CHI010,43125,49,
1111 N HUMBOLDT,CHI010,43126,55,
1111 N HUMBOLDT,CHI010,43127,63,
1111 N HUMBOLDT,CHI010,43128,67,
1111 N HUMBOLDT,CHI010,43129,46,
1111 N HUMBOLDT,CHI010,43130,56,
1111 N HUMBOLDT,CHI010,43131,40,
1111 N HUMBOLDT,CHI010,43132,45,
1111 N HUMBOLDT,CHI010,43133,48,
1111 N HUMBOLDT,CHI010,43134,62,
1111 N HUMBOLDT,CHI010,43135,30,
1111 N HUMBOLDT,CHI010,43136,20,
1111 N HUMBOLDT,CHI010,43137,20,
1111 N HUMBOLDT,CHI010,43138,30,
1111 N HUMBOLDT,CHI010,43139,33,
1111 N HUMBOLDT,CHI010,43140,4,
1111 N HUMBOLDT,CHI010,43141,21,
1111 N HUMBOLDT,CHI010,43142,29,
1111 N HUMBOLDT,CHI010,43143,31,
1111 N HUMBOLDT,CHI010,43144,47,
1111 N HUMBOLDT,CHI010,43145,49,
1111 N HUMBOLDT,CHI010,43146,42,
1111 N HUMBOLDT,CHI010,43147,52,
1111 N HUMBOLDT,CHI010,43148,66,
1111 N HUMBOLDT,CHI010,43149,75,
1111 N HUMBOLDT,CHI010,43150,27,
1111 N HUMBOLDT,CHI010,43151,19,
1111 N HUMBOLDT,CHI010,43152,24,
1111 N HUMBOLDT,CHI010,43153,5,
1111 N HUMBOLDT,CHI010,43154,17,
1111 N HUMBOLDT,CHI010,43155,41,
1111 N HUMBOLDT,CHI010,43156,51,
1111 N HUMBOLDT,CHI010,43157,43,
1111 N HUMBOLDT,CHI010,43158,41,
1111 N HUMBOLDT,CHI010,43159,27,
1111 N HUMBOLDT,CHI010,43160,23,
1111 N HUMBOLDT,CHI010,43161,54,
1111 N HUMBOLDT,CHI010,43162,41,
1111 N HUMBOLDT,CHI010,43163,43,
1111 N HUMBOLDT,CHI010,43164,20,
1111 N HUMBOLDT,CHI010,43165,23,
1111 N HUMBOLDT,CHI010,43166,35,
1111 N HUMBOLDT,CHI010,43167,45,
1111 N HUMBOLDT,CHI010,43168,24,
1111 N HUMBOLDT,CHI010,43169,38,
1111 N HUMBOLDT,CHI010,43170,36,
1111 N HUMBOLDT,CHI010,43171,31,
1111 N HUMBOLDT,CHI010,43172,26,
1111 N HUMBOLDT,CHI010,43173,54,
1111 N HUMBOLDT,CHI010,43174,55,
1111 N HUMBOLDT,CHI010,43175,52,
1111 N HUMBOLDT,CHI010,43176,78,
1111 N HUMBOLDT,CHI010,43177,67,
1111 N HUMBOLDT,CHI010,43178,40,
1111 N HUMBOLDT,CHI010,43179,38,
1111 N HUMBOLDT,CHI010,43180,47,
1111 N HUMBOLDT,CHI010,43181,58,
1111 N HUMBOLDT,CHI010,43182,58,
1111 N HUMBOLDT,CHI010,43183,83,
1111 N HUMBOLDT,CHI010,43184,55,
1111 N HUMBOLDT,CHI010,43185,43,
1111 N HUMBOLDT,CHI010,43186,50,
1111 N HUMBOLDT,CHI010,43187,57,
1111 N HUMBOLDT,CHI010,43188,60,
1111 N HUMBOLDT,CHI010,43189,66,
1111 N HUMBOLDT,CHI010,43190,65,
1111 N HUMBOLDT,CHI010,43191,79,
1111 N HUMBOLDT,CHI010,43192,34,
1111 N HUMBOLDT,CHI010,43193,32,
1111 N HUMBOLDT,CHI010,43194,54,
1111 N HUMBOLDT,CHI010,43195,44,
1111 N HUMBOLDT,CHI010,43196,44,
1111 N HUMBOLDT,CHI010,43197,83,
1111 N HUMBOLDT,CHI010,43198,68,
1111 N HUMBOLDT,CHI010,43199,34,
1111 N HUMBOLDT,CHI010,43200,48,
1111 N HUMBOLDT,CHI010,43201,46,
1111 N HUMBOLDT,CHI010,43202,44,
1111 N HUMBOLDT,CHI010,43203,42,
1111 N HUMBOLDT,CHI010,43204,50,
1111 N HUMBOLDT,CHI010,43205,43,
1111 N HUMBOLDT,CHI010,43206,57,
1111 N HUMBOLDT,CHI010,43207,45,
1111 N HUMBOLDT,CHI010,43208,22,
1111 N HUMBOLDT,CHI010,43209,41,
1111 N HUMBOLDT,CHI010,43210,43,
1111 N HUMBOLDT,CHI010,43211,60,
1111 N HUMBOLDT,CHI010,43212,72,
1111 N HUMBOLDT,CHI010,43213,37,
1111 N HUMBOLDT,CHI010,43214,46,
1111 N HUMBOLDT,CHI010,43215,48,
1111 N HUMBOLDT,CHI010,43216,56,
1111 N HUMBOLDT,CHI010,43217,35,
1111 N HUMBOLDT,CHI010,43218,69,
1111 N HUMBOLDT,CHI010,43219,58,
1111 N HUMBOLDT,CHI010,43220,42,
1111 N HUMBOLDT,CHI010,43221,36,
1111 N HUMBOLDT,CHI010,43222,25,
1111 N HUMBOLDT,CHI010,43223,26,
1111 N HUMBOLDT,CHI010,43224,46,
1111 N HUMBOLDT,CHI010,43225,72,
1111 N HUMBOLDT,CHI010,43226,46,
1111 N HUMBOLDT,CHI010,43227,45,
1111 N HUMBOLDT,CHI010,43228,29,
1111 N HUMBOLDT,CHI010,43229,27,
1111 N HUMBOLDT,CHI010,43230,32,
1111 N HUMBOLDT,CHI010,43231,25,
1111 N HUMBOLDT,CHI010,43232,50,
1111 N HUMBOLDT,CHI010,43233,54,
1111 N HUMBOLDT,CHI010,43234,22,
1111 N HUMBOLDT,CHI010,43235,46,
1111 N HUMBOLDT,CHI010,43236,46,
1111 N HUMBOLDT,CHI010,43237,43,
1111 N HUMBOLDT,CHI010,43238,46,
1111 N HUMBOLDT,CHI010,43239,48,
1111 N HUMBOLDT,CHI010,43240,61,
1111 N HUMBOLDT,CHI010,43241,28,
1111 N HUMBOLDT,CHI010,43242,48,
1111 N HUMBOLDT,CHI010,43243,48,
1111 N HUMBOLDT,CHI010,43244,40,
1111 N HUMBOLDT,CHI010,43245,28,
1111 N HUMBOLDT,CHI010,43246,41,
1111 N HUMBOLDT,CHI010,43247,25,
1111 N HUMBOLDT,CHI010,43248,6,
1111 N HUMBOLDT,CHI010,43249,6,
1111 N HUMBOLDT,CHI010,43250,24,
1111 N HUMBOLDT,CHI010,43251,48,
1111 N HUMBOLDT,CHI010,43252,48,
1111 N HUMBOLDT,CHI010,43253,57,
1111 N HUMBOLDT,CHI010,43254,62,
1111 N HUMBOLDT,CHI010,43255,50,
1111 N HUMBOLDT,CHI010,43256,35,
1111 N HUMBOLDT,CHI010,43257,48,
1111 N HUMBOLDT,CHI010,43258,37,
1111 N HUMBOLDT,CHI010,43259,27,
1111 N HUMBOLDT,CHI010,43260,37,
1111 N HUMBOLDT,CHI010,43261,20,
1111 N HUMBOLDT,CHI010,43262,28,
1111 N HUMBOLDT,CHI010,43263,25,
1111 N HUMBOLDT,CHI010,43264,13,
1111 N HUMBOLDT,CHI010,43266,26,
1111 N HUMBOLDT,CHI010,43267,24,
1111 N HUMBOLDT,CHI010,43268,32,
1111 N HUMBOLDT,CHI010,43269,47,
1111 N HUMBOLDT,CHI010,43270,42,
1111 N HUMBOLDT,CHI010,43271,42,
1111 N HUMBOLDT,CHI010,43272,26,
1111 N HUMBOLDT,CHI010,43273,37,
1111 N HUMBOLDT,CHI010,43274,98,
1111 N HUMBOLDT,CHI010,43275,72,
1111 N HUMBOLDT,CHI010,43276,58,
1111 N HUMBOLDT,CHI010,43277,28,
1111 N HUMBOLDT,CHI010,43278,28,
1111 N HUMBOLDT,CHI010,43279,63,
1111 N HUMBOLDT,CHI010,43280,80,
1111 N HUMBOLDT,CHI010,43281,79,
1111 N HUMBOLDT,CHI010,43282,95,
1111 N HUMBOLDT,CHI010,43283,45,
1111 N HUMBOLDT,CHI010,43284,56,
1111 N HUMBOLDT,CHI010,43285,76,
1111 N HUMBOLDT,CHI010,43286,45,
1111 N HUMBOLDT,CHI010,43287,66,
1111 N HUMBOLDT,CHI010,43288,77,
1111 N HUMBOLDT,CHI010,43289,82,
1111 N HUMBOLDT,CHI010,43290,57,
1111 N HUMBOLDT,CHI010,43291,50,
1111 N HUMBOLDT,CHI010,43292,46,
1111 N HUMBOLDT,CHI010,43293,63,
1111 N HUMBOLDT,CHI010,43294,53,
1111 N HUMBOLDT,CHI010,43295,62,
1111 N HUMBOLDT,CHI010,43296,84,
1111 N HUMBOLDT,CHI010,43297,58,
1111 N HUMBOLDT,CHI010,43298,62,
1111 N HUMBOLDT,CHI010,43299,58,
1111 N HUMBOLDT,CHI010,43300,60,
1111 N HUMBOLDT,CHI010,43301,51,
1111 N HUMBOLDT,CHI010,43302,72,
1111 N HUMBOLDT,CHI010,43303,52,
1111 N HUMBOLDT,CHI010,43304,50,
1111 N HUMBOLDT,CHI010,43305,46,
1111 N HUMBOLDT,CHI010,43306,30,
1111 N HUMBOLDT,CHI010,43307,43,
1111 N HUMBOLDT,CHI010,43308,54,
1111 N HUMBOLDT,CHI010,43309,100,
1111 N HUMBOLDT,CHI010,43310,47,
1111 N HUMBOLDT,CHI010,43311,34,
1111 N HUMBOLDT,CHI010,43312,15,
1111 N HUMBOLDT,CHI010,43313,1,
1111 N HUMBOLDT,CHI010,43314,35,
1111 N HUMBOLDT,CHI010,43315,50,
1111 N HUMBOLDT,CHI010,43316,25,
1111 N HUMBOLDT,CHI010,43317,9,
1111 N HUMBOLDT,CHI010,43318,35,
1111 N HUMBOLDT,CHI010,43319,53,
1111 N HUMBOLDT,CHI010,43320,48,
1111 N HUMBOLDT,CHI010,43321,60,
1111 N HUMBOLDT,CHI010,43322,93,
1111 N HUMBOLDT,CHI010,43323,80,
1111 N HUMBOLDT,CHI010,43324,61,
1111 N HUMBOLDT,CHI010,43325,68,
1111 N HUMBOLDT,CHI010,43326,56,
1111 N HUMBOLDT,CHI010,43327,45,
1111 N HUMBOLDT,CHI010,43328,55,
1111 N HUMBOLDT,CHI010,43329,48,
1111 N HUMBOLDT,CHI010,43330,74,
1111 N HUMBOLDT,CHI010,43331,84,
1111 N HUMBOLDT,CHI010,43332,44,
1111 N HUMBOLDT,CHI010,43333,74,
1111 N HUMBOLDT,CHI010,43334,48,
1111 N HUMBOLDT,CHI010,43335,76,
1111 N HUMBOLDT,CHI010,43336,58,
1111 N HUMBOLDT,CHI010,43337,76,
1111 N HUMBOLDT,CHI010,43338,77,
1111 N HUMBOLDT,CHI010,43339,63,
1111 N HUMBOLDT,CHI010,43340,59,
1111 N HUMBOLDT,CHI010,43341,48,
1111 N HUMBOLDT,CHI010,43342,63,
1111 N HUMBOLDT,CHI010,43343,60,
1111 N HUMBOLDT,CHI010,43344,87,
1111 N HUMBOLDT,CHI010,43345,91,
1111 N HUMBOLDT,CHI010,43346,57,
1111 N HUMBOLDT,CHI010,43347,63,
1111 N HUMBOLDT,CHI010,43348,54,
1111 N HUMBOLDT,CHI010,43349,34,
1111 N HUMBOLDT,CHI010,43350,28,
1111 N HUMBOLDT,CHI010,43351,83,
1111 N HUMBOLDT,CHI010,43352,92,
1111 N HUMBOLDT,CHI010,43353,44,
1111 N HUMBOLDT,CHI010,43354,50,
1111 N HUMBOLDT,CHI010,43355,61,
1111 N HUMBOLDT,CHI010,43356,51,
1111 N HUMBOLDT,CHI010,43357,60,
1111 N HUMBOLDT,CHI010,43358,75,
1111 N HUMBOLDT,CHI010,43359,83,
1111 N HUMBOLDT,CHI010,43360,13,
1111 N HUMBOLDT,CHI010,43364,12,
1111 N HUMBOLDT,CHI010,43365,26,
1111 N HUMBOLDT,CHI010,43366,27,
1111 N HUMBOLDT,CHI010,43367,12,
1111 N HUMBOLDT,CHI010,43368,10,
1111 N HUMBOLDT,CHI010,43369,17,
1111 N HUMBOLDT,CHI010,43370,9,
1111 N HUMBOLDT,CHI010,43371,22,
1111 N HUMBOLDT,CHI010,43372,46,
1111 N HUMBOLDT,CHI010,43373,38,
1111 N HUMBOLDT,CHI010,43374,35,
1111 N HUMBOLDT,CHI010,43375,26,
1111 N HUMBOLDT,CHI010,43376,28,
1111 N HUMBOLDT,CHI010,43377,23,
1111 N HUMBOLDT,CHI010,43378,26,
1111 N HUMBOLDT,CHI010,43379,18,
1111 N HUMBOLDT,CHI010,43380,32,
1111 N HUMBOLDT,CHI010,43381,25,
1111 N HUMBOLDT,CHI010,43382,36,
1111 N HUMBOLDT,CHI010,43383,13,
1111 N HUMBOLDT,CHI010,43384,34,
1111 N HUMBOLDT,CHI010,43385,23,
1111 N HUMBOLDT,CHI010,43386,45,
1111 N HUMBOLDT,CHI010,43387,41,
1111 N HUMBOLDT,CHI010,43388,16,
1111 N HUMBOLDT,CHI010,43389,31,
1111 N HUMBOLDT,CHI010,43390,23,
1111 N HUMBOLDT,CHI010,43391,19,
1111 N HUMBOLDT,CHI010,43392,4,
1111 N HUMBOLDT,CHI010,43393,12,
1111 N HUMBOLDT,CHI010,43394,28,
1111 N HUMBOLDT,CHI010,43395,20,
1111 N HUMBOLDT,CHI010,43396,20,
1111 N HUMBOLDT,CHI010,43397,25,
1111 N HUMBOLDT,CHI010,43398,21,
1111 N HUMBOLDT,CHI010,43399,23,
1111 N HUMBOLDT,CHI010,43400,24,
1111 N HUMBOLDT,CHI010,43401,24,
1111 N HUMBOLDT,CHI010,43402,21,
1111 N HUMBOLDT,CHI010,43403,21,
1111 N HUMBOLDT,CHI010,43404,25,
1111 N HUMBOLDT,CHI010,43405,22,
1111 N HUMBOLDT,CHI010,43406,21,
1111 N HUMBOLDT,CHI010,43407,49,
1111 N HUMBOLDT,CHI010,43408,23,
1111 N HUMBOLDT,CHI010,43409,23,
1111 N HUMBOLDT,CHI010,43410,21,
1111 N HUMBOLDT,CHI010,43411,32,
1111 N HUMBOLDT,CHI010,43412,27,
1111 N HUMBOLDT,CHI010,43413,22,
1111 N HUMBOLDT,CHI010,43414,44,
1111 N HUMBOLDT,CHI010,43415,44,
1111 N HUMBOLDT,CHI010,43416,39,
1111 N HUMBOLDT,CHI010,43417,39,
1111 N HUMBOLDT,CHI010,43418,29,
1111 N HUMBOLDT,CHI010,43419,21,
1111 N HUMBOLDT,CHI010,43420,6,
1111 N HUMBOLDT,CHI010,43424,35,
1111 N HUMBOLDT,CHI010,43425,75,
1111 N HUMBOLDT,CHI010,43426,95,
1111 N HUMBOLDT,CHI010,43427,83,
1111 N HUMBOLDT,CHI010,43428,89,
1111 N HUMBOLDT,CHI010,43429,35,
1111 N HUMBOLDT,CHI010,43430,7,
1111 N HUMBOLDT,CHI010,43431,32,
1111 N HUMBOLDT,CHI010,43432,39,
1111 N HUMBOLDT,CHI010,43433,37,
1111 N HUMBOLDT,CHI010,43434,52,
1111 N HUMBOLDT,CHI010,43435,36,
1111 N HUMBOLDT,CHI010,43436,50,
1111 N HUMBOLDT,CHI010,43437,43,
1111 N HUMBOLDT,CHI010,43438,47,
1111 N HUMBOLDT,CHI010,43439,45,
1111 N HUMBOLDT,CHI010,43440,66,
1111 N HUMBOLDT,CHI010,43441,58,
1111 N HUMBOLDT,CHI010,43442,110,
1111 N HUMBOLDT,CHI010,43443,109,
1111 N HUMBOLDT,CHI010,43444,78,
1111 N HUMBOLDT,CHI010,43445,74,
1111 N HUMBOLDT,CHI010,43446,69,
1111 N HUMBOLDT,CHI010,43447,51,
1111 N HUMBOLDT,CHI010,43448,54,
1111 N HUMBOLDT,CHI010,43449,100,
1111 N HUMBOLDT,CHI010,43450,103,
1111 N HUMBOLDT,CHI010,43451,73,
1111 N HUMBOLDT,CHI010,43452,78,
1111 N HUMBOLDT,CHI010,43453,61,
1111 N HUMBOLDT,CHI010,43454,57,
1111 N HUMBOLDT,CHI010,43455,51,
1111 N HUMBOLDT,CHI010,43456,91,
1111 N HUMBOLDT,CHI010,43457,96,
1111 N HUMBOLDT,CHI010,43458,100,
1111 N HUMBOLDT,CHI010,43459,94,
1111 N HUMBOLDT,CHI010,43460,72,
1111 N HUMBOLDT,CHI010,43461,33,
1111 N HUMBOLDT,CHI010,43462,66,
1111 N HUMBOLDT,CHI010,43463,83,
1111 N HUMBOLDT,CHI010,43464,75,
1111 N HUMBOLDT,CHI010,43465,31,
1111 N HUMBOLDT,CHI010,43466,66,
1111 N HUMBOLDT,CHI010,43467,65,
1111 N HUMBOLDT,CHI010,43468,46,
1111 N HUMBOLDT,CHI010,43469,67,
1111 N HUMBOLDT,CHI010,43470,76,
1111 N HUMBOLDT,CHI010,43471,62,
1111 N HUMBOLDT,CHI010,43472,34,
1111 N HUMBOLDT,CHI010,43473,57,
1111 N HUMBOLDT,CHI010,43474,59,
1111 N HUMBOLDT,CHI010,43475,48,
1111 N HUMBOLDT,CHI010,43476,62,
1111 N HUMBOLDT,CHI010,43477,37,
1111 N HUMBOLDT,CHI010,43478,62,
1111 N HUMBOLDT,CHI010,43479,40,
1111 N HUMBOLDT,CHI010,43480,43,
1111 N HUMBOLDT,CHI010,43481,41,
1111 N HUMBOLDT,CHI010,43482,30,
1111 N HUMBOLDT,CHI010,43483,49,
1111 N HUMBOLDT,CHI010,43484,22,
1111 N HUMBOLDT,CHI010,43485,46,
1111 N HUMBOLDT,CHI010,43486,40,
1111 N HUMBOLDT,CHI010,43487,16,
1111 N HUMBOLDT,CHI010,43488,22,
1111 N HUMBOLDT,CHI010,43489,40,
1111 N HUMBOLDT,CHI010,43490,39,
1111 N HUMBOLDT,CHI010,43491,40,
1111 N HUMBOLDT,CHI010,43492,56,
1111 N HUMBOLDT,CHI010,43493,9,
1111 N HUMBOLDT,CHI010,43494,30,
1111 N HUMBOLDT,CHI010,43496,16,
1111 N HUMBOLDT,CHI010,43497,36,
1111 N HUMBOLDT,CHI010,43498,59,
1111 N HUMBOLDT,CHI010,43499,58,
1111 N HUMBOLDT,CHI010,43500,31,
1111 N HUMBOLDT,CHI010,43501,31,
1111 N HUMBOLDT,CHI010,43502,29,
1111 N HUMBOLDT,CHI010,43503,30,
1111 N HUMBOLDT,CHI010,43504,50,
1111 N HUMBOLDT,CHI010,43505,72,
1111 N HUMBOLDT,CHI010,43506,48,
1111 N HUMBOLDT,CHI010,43507,36,
1111 N HUMBOLDT,CHI010,43508,12,
1111 N HUMBOLDT,CHI010,43509,44,
1111 N HUMBOLDT,CHI010,43510,45,
1111 N HUMBOLDT,CHI010,43511,38,
1111 N HUMBOLDT,CHI010,43512,50,
1111 N HUMBOLDT,CHI010,43513,21,
1111 N HUMBOLDT,CHI010,43514,45,
1111 N HUMBOLDT,CHI010,43515,36,
1111 N HUMBOLDT,CHI010,43516,22,
1111 N HUMBOLDT,CHI010,43517,54,
1111 N HUMBOLDT,CHI010,43518,49,
1111 N HUMBOLDT,CHI010,43519,36,
1111 N HUMBOLDT,CHI010,43520,87,
1111 N HUMBOLDT,CHI010,43521,41,
1111 N HUMBOLDT,CHI010,43522,37,
1111 N HUMBOLDT,CHI010,43523,41,
1111 N HUMBOLDT,CHI010,43524,57,
1111 N HUMBOLDT,CHI010,43525,37,
1111 N HUMBOLDT,CHI010,43526,62,
1111 N HUMBOLDT,CHI010,43527,73,
1111 N HUMBOLDT,CHI010,43528,45,
1111 N HUMBOLDT,CHI010,43529,38,
1111 N HUMBOLDT,CHI010,43530,52,
1111 N HUMBOLDT,CHI010,43531,47,
1111 N HUMBOLDT,CHI010,43532,49,
1111 N HUMBOLDT,CHI010,43533,45,
1111 N HUMBOLDT,CHI010,43534,49,
1111 N HUMBOLDT,CHI010,43535,39,
1111 N HUMBOLDT,CHI010,43536,51,
1111 N HUMBOLDT,CHI010,43537,36,
1111 N HUMBOLDT,CHI010,43538,39,
1111 N HUMBOLDT,CHI010,43539,40,
1111 N HUMBOLDT,CHI010,43540,83,
1111 N HUMBOLDT,CHI010,43541,79,
1111 N HUMBOLDT,CHI010,43542,40,
1111 N HUMBOLDT,CHI010,43543,57,
1111 N HUMBOLDT,CHI010,43544,25,
1111 N HUMBOLDT,CHI010,43545,29,
1111 N HUMBOLDT,CHI010,43546,52,
1111 N HUMBOLDT,CHI010,43547,78,
1111 N HUMBOLDT,CHI010,43548,64,
1111 N HUMBOLDT,CHI010,43549,54,
1111 N HUMBOLDT,CHI010,43550,49,
1111 N HUMBOLDT,CHI010,43551,48,
1111 N HUMBOLDT,CHI010,43552,62,
1111 N HUMBOLDT,CHI010,43553,52,
1111 N HUMBOLDT,CHI010,43554,75,
