Year,Month,Date,ICD Sub-Chapter,ICD Sub-Chapter Code,Deaths
2009,Dec,2009/12,Sequelae of infectious and parasitic diseases,B90-B94,95
2009,Dec,2009/12,Diabetes mellitus,E10-E14,6165
2009,Dec,2009/12,Malnutrition,E40-E46,258
2009,Dec,2009/12,Obesity and other hyperalimentation,E65-E68,509
2009,Dec,2009/12,Other degenerative diseases of the nervous system,G30-G31,7914
2009,Dec,2009/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1189
2009,Dec,2009/12,"Diseases of arteries, arterioles and capillaries",I70-I78,2402
2009,Dec,2009/12,Influenza and pneumonia,J09-J18,4939
2009,Dec,2009/12,Chronic lower respiratory diseases,J40-J47,12180
2009,Dec,2009/12,Diseases of liver,K70-K76,3730
2009,Dec,2009/12,Transport accidents,V01-V99,2836
2009,Dec,2009/12,Intentional self-harm,X60-X84,2837
2010,Jan,2010/01,Tuberculosis,A16-A19,63
2010,Jan,2010/01,Other bacterial diseases,A30-A49,3431
2010,Jan,2010/01,Viral hepatitis,B15-B19,717
2010,Jan,2010/01,Human immunodeficiency virus [HIV] disease,B20-B24,769
2010,Jan,2010/01,Sequelae of infectious and parasitic diseases,B90-B94,83
2010,Jan,2010/01,Diabetes mellitus,E10-E14,6469
2010,Jan,2010/01,Malnutrition,E40-E46,245
2010,Jan,2010/01,Obesity and other hyperalimentation,E65-E68,525
2010,Jan,2010/01,Other degenerative diseases of the nervous system,G30-G31,8319
2010,Jan,2010/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1219
2010,Jan,2010/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2414
2010,Jan,2010/01,Influenza and pneumonia,J09-J18,5342
2010,Jan,2010/01,Chronic lower respiratory diseases,J40-J47,12939
2010,Jan,2010/01,Diseases of liver,K70-K76,3806
2010,Jan,2010/01,Transport accidents,V01-V99,2622
2010,Jan,2010/01,Intentional self-harm,X60-X84,3050
2010,Feb,2010/02,Tuberculosis,A16-A19,39
2010,Feb,2010/02,Other bacterial diseases,A30-A49,2971
2010,Feb,2010/02,Viral hepatitis,B15-B19,623
2010,Feb,2010/02,Human immunodeficiency virus [HIV] disease,B20-B24,696
2010,Feb,2010/02,Sequelae of infectious and parasitic diseases,B90-B94,85
2010,Feb,2010/02,Diabetes mellitus,E10-E14,5886
2010,Feb,2010/02,Malnutrition,E40-E46,218
2010,Feb,2010/02,Obesity and other hyperalimentation,E65-E68,434
2010,Feb,2010/02,Other degenerative diseases of the nervous system,G30-G31,7099
2010,Feb,2010/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1173
2010,Feb,2010/02,"Diseases of arteries, arterioles and capillaries",I70-I78,2209
2010,Feb,2010/02,Influenza and pneumonia,J09-J18,4551
2010,Feb,2010/02,Chronic lower respiratory diseases,J40-J47,12213
2010,Feb,2010/02,Diseases of liver,K70-K76,3322
2010,Feb,2010/02,Transport accidents,V01-V99,2287
2010,Feb,2010/02,Intentional self-harm,X60-X84,2778
2010,Mar,2010/03,Tuberculosis,A16-A19,34
2010,Mar,2010/03,Other bacterial diseases,A30-A49,3262
2010,Mar,2010/03,Viral hepatitis,B15-B19,658
2010,Mar,2010/03,Human immunodeficiency virus [HIV] disease,B20-B24,752
2010,Mar,2010/03,Sequelae of infectious and parasitic diseases,B90-B94,96
2010,Mar,2010/03,Diabetes mellitus,E10-E14,6179
2010,Mar,2010/03,Malnutrition,E40-E46,251
2010,Mar,2010/03,Obesity and other hyperalimentation,E65-E68,490
2010,Mar,2010/03,Other degenerative diseases of the nervous system,G30-G31,7920
2010,Mar,2010/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1226
2010,Mar,2010/03,"Diseases of arteries, arterioles and capillaries",I70-I78,2315
2010,Mar,2010/03,Influenza and pneumonia,J09-J18,5131
2010,Mar,2010/03,Chronic lower respiratory diseases,J40-J47,13747
2010,Mar,2010/03,Diseases of liver,K70-K76,3692
2010,Mar,2010/03,Transport accidents,V01-V99,2696
2010,Mar,2010/03,Intentional self-harm,X60-X84,3249
2010,Apr,2010/04,Tuberculosis,A16-A19,47
2010,Apr,2010/04,Other bacterial diseases,A30-A49,3051
2010,Apr,2010/04,Viral hepatitis,B15-B19,633
2010,Apr,2010/04,Human immunodeficiency virus [HIV] disease,B20-B24,683
2010,Apr,2010/04,Sequelae of infectious and parasitic diseases,B90-B94,105
2010,Apr,2010/04,Diabetes mellitus,E10-E14,5746
2010,Apr,2010/04,Malnutrition,E40-E46,214
2010,Apr,2010/04,Obesity and other hyperalimentation,E65-E68,466
2010,Apr,2010/04,Other degenerative diseases of the nervous system,G30-G31,6996
2010,Apr,2010/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1032
2010,Apr,2010/04,"Diseases of arteries, arterioles and capillaries",I70-I78,2181
2010,Apr,2010/04,Influenza and pneumonia,J09-J18,4273
2010,Apr,2010/04,Chronic lower respiratory diseases,J40-J47,11972
2010,Apr,2010/04,Diseases of liver,K70-K76,3448
2010,Apr,2010/04,Transport accidents,V01-V99,3137
2010,Apr,2010/04,Intentional self-harm,X60-X84,3236
2010,May,2010/05,Tuberculosis,A16-A19,49
2010,May,2010/05,Other bacterial diseases,A30-A49,2972
2010,May,2010/05,Viral hepatitis,B15-B19,614
2010,May,2010/05,Human immunodeficiency virus [HIV] disease,B20-B24,689
2010,May,2010/05,Sequelae of infectious and parasitic diseases,B90-B94,89
2010,May,2010/05,Diabetes mellitus,E10-E14,5600
2010,May,2010/05,Malnutrition,E40-E46,241
2010,May,2010/05,Obesity and other hyperalimentation,E65-E68,464
2010,May,2010/05,Other degenerative diseases of the nervous system,G30-G31,6947
2010,May,2010/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1109
2010,May,2010/05,"Diseases of arteries, arterioles and capillaries",I70-I78,2182
2010,May,2010/05,Influenza and pneumonia,J09-J18,3896
2010,May,2010/05,Chronic lower respiratory diseases,J40-J47,11706
2010,May,2010/05,Diseases of liver,K70-K76,3440
2010,May,2010/05,Transport accidents,V01-V99,3369
2010,May,2010/05,Intentional self-harm,X60-X84,3414
2010,Jun,2010/06,Tuberculosis,A16-A19,44
2010,Jun,2010/06,Other bacterial diseases,A30-A49,2809
2010,Jun,2010/06,Viral hepatitis,B15-B19,614
2010,Jun,2010/06,Human immunodeficiency virus [HIV] disease,B20-B24,679
2010,Jun,2010/06,Sequelae of infectious and parasitic diseases,B90-B94,74
2010,Jun,2010/06,Diabetes mellitus,E10-E14,5340
2010,Jun,2010/06,Malnutrition,E40-E46,224
2010,Jun,2010/06,Obesity and other hyperalimentation,E65-E68,410
2010,Jun,2010/06,Other degenerative diseases of the nervous system,G30-G31,6323
2010,Jun,2010/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1122
2010,Jun,2010/06,"Diseases of arteries, arterioles and capillaries",I70-I78,2119
2010,Jun,2010/06,Influenza and pneumonia,J09-J18,3589
2010,Jun,2010/06,Chronic lower respiratory diseases,J40-J47,10487
2010,Jun,2010/06,Diseases of liver,K70-K76,3387
2010,Jun,2010/06,Transport accidents,V01-V99,3201
2010,Jun,2010/06,Intentional self-harm,X60-X84,3285
2010,Jul,2010/07,Tuberculosis,A16-A19,48
2010,Jul,2010/07,Other bacterial diseases,A30-A49,2893
2010,Jul,2010/07,Viral hepatitis,B15-B19,604
2010,Jul,2010/07,Human immunodeficiency virus [HIV] disease,B20-B24,698
2010,Jul,2010/07,Sequelae of infectious and parasitic diseases,B90-B94,83
2010,Jul,2010/07,Diabetes mellitus,E10-E14,5472
2010,Jul,2010/07,Malnutrition,E40-E46,237
2010,Jul,2010/07,Obesity and other hyperalimentation,E65-E68,424
2010,Jul,2010/07,Other degenerative diseases of the nervous system,G30-G31,6634
2010,Jul,2010/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1075
2010,Jul,2010/07,"Diseases of arteries, arterioles and capillaries",I70-I78,1967
2010,Jul,2010/07,Influenza and pneumonia,J09-J18,3538
2010,Jul,2010/07,Chronic lower respiratory diseases,J40-J47,10410
2010,Jul,2010/07,Diseases of liver,K70-K76,3517
2010,Jul,2010/07,Transport accidents,V01-V99,3552
2010,Jul,2010/07,Intentional self-harm,X60-X84,3444
2010,Aug,2010/08,Tuberculosis,A16-A19,47
2010,Aug,2010/08,Other bacterial diseases,A30-A49,2836
2010,Aug,2010/08,Viral hepatitis,B15-B19,610
2010,Aug,2010/08,Human immunodeficiency virus [HIV] disease,B20-B24,655
2010,Aug,2010/08,Sequelae of infectious and parasitic diseases,B90-B94,87
2010,Aug,2010/08,Diabetes mellitus,E10-E14,5288
2010,Aug,2010/08,Malnutrition,E40-E46,219
2010,Aug,2010/08,Obesity and other hyperalimentation,E65-E68,447
2010,Aug,2010/08,Other degenerative diseases of the nervous system,G30-G31,6639
2010,Aug,2010/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1082
2010,Aug,2010/08,"Diseases of arteries, arterioles and capillaries",I70-I78,2006
2010,Aug,2010/08,Influenza and pneumonia,J09-J18,3331
2010,Aug,2010/08,Chronic lower respiratory diseases,J40-J47,10096
2010,Aug,2010/08,Diseases of liver,K70-K76,3547
2010,Aug,2010/08,Transport accidents,V01-V99,3558
2010,Aug,2010/08,Intentional self-harm,X60-X84,3445
2010,Sep,2010/09,Tuberculosis,A16-A19,40
2010,Sep,2010/09,Other bacterial diseases,A30-A49,2825
2010,Sep,2010/09,Viral hepatitis,B15-B19,574
2010,Sep,2010/09,Human immunodeficiency virus [HIV] disease,B20-B24,661
2010,Sep,2010/09,Sequelae of infectious and parasitic diseases,B90-B94,82
2010,Sep,2010/09,Diabetes mellitus,E10-E14,5218
2010,Sep,2010/09,Malnutrition,E40-E46,222
2010,Sep,2010/09,Obesity and other hyperalimentation,E65-E68,448
2010,Sep,2010/09,Other degenerative diseases of the nervous system,G30-G31,6811
2010,Sep,2010/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1127
2010,Sep,2010/09,"Diseases of arteries, arterioles and capillaries",I70-I78,2110
2010,Sep,2010/09,Influenza and pneumonia,J09-J18,3410
2010,Sep,2010/09,Chronic lower respiratory diseases,J40-J47,9963
2010,Sep,2010/09,Diseases of liver,K70-K76,3474
2010,Sep,2010/09,Transport accidents,V01-V99,3336
2010,Sep,2010/09,Intentional self-harm,X60-X84,3153
2010,Oct,2010/10,Tuberculosis,A16-A19,57
2010,Oct,2010/10,Other bacterial diseases,A30-A49,3083
2010,Oct,2010/10,Viral hepatitis,B15-B19,618
2010,Oct,2010/10,Human immunodeficiency virus [HIV] disease,B20-B24,731
2010,Oct,2010/10,Sequelae of infectious and parasitic diseases,B90-B94,84
2010,Oct,2010/10,Diabetes mellitus,E10-E14,5733
2010,Oct,2010/10,Malnutrition,E40-E46,227
2010,Oct,2010/10,Obesity and other hyperalimentation,E65-E68,426
2010,Oct,2010/10,Other degenerative diseases of the nervous system,G30-G31,7545
2010,Oct,2010/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1205
2010,Oct,2010/10,"Diseases of arteries, arterioles and capillaries",I70-I78,2230
2010,Oct,2010/10,Influenza and pneumonia,J09-J18,3948
2010,Oct,2010/10,Chronic lower respiratory diseases,J40-J47,10896
2010,Oct,2010/10,Diseases of liver,K70-K76,3652
2010,Oct,2010/10,Transport accidents,V01-V99,3488
2010,Oct,2010/10,Intentional self-harm,X60-X84,3227
2010,Nov,2010/11,Tuberculosis,A16-A19,46
2010,Nov,2010/11,Other bacterial diseases,A30-A49,3111
2010,Nov,2010/11,Viral hepatitis,B15-B19,668
2010,Nov,2010/11,Human immunodeficiency virus [HIV] disease,B20-B24,637
2010,Nov,2010/11,Sequelae of infectious and parasitic diseases,B90-B94,98
2010,Nov,2010/11,Diabetes mellitus,E10-E14,5761
2010,Nov,2010/11,Malnutrition,E40-E46,232
2010,Nov,2010/11,Obesity and other hyperalimentation,E65-E68,463
2010,Nov,2010/11,Other degenerative diseases of the nervous system,G30-G31,7796
2010,Nov,2010/11,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1215
2010,Nov,2010/11,"Diseases of arteries, arterioles and capillaries",I70-I78,2241
2010,Nov,2010/11,Influenza and pneumonia,J09-J18,4151
2010,Nov,2010/11,Chronic lower respiratory diseases,J40-J47,10896
2010,Nov,2010/11,Diseases of liver,K70-K76,3682
2010,Nov,2010/11,Transport accidents,V01-V99,3106
2010,Nov,2010/11,Intentional self-harm,X60-X84,2988
2010,Dec,2010/12,Tuberculosis,A16-A19,55
2010,Dec,2010/12,Other bacterial diseases,A30-A49,3419
2010,Dec,2010/12,Viral hepatitis,B15-B19,631
2010,Dec,2010/12,Human immunodeficiency virus [HIV] disease,B20-B24,719
2010,Dec,2010/12,Sequelae of infectious and parasitic diseases,B90-B94,99
2010,Dec,2010/12,Diabetes mellitus,E10-E14,6379
2010,Dec,2010/12,Malnutrition,E40-E46,260
2010,Dec,2010/12,Obesity and other hyperalimentation,E65-E68,547
2010,Dec,2010/12,Other degenerative diseases of the nervous system,G30-G31,8737
2010,Dec,2010/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1284
2010,Dec,2010/12,"Diseases of arteries, arterioles and capillaries",I70-I78,2440
2010,Dec,2010/12,Influenza and pneumonia,J09-J18,4937
2010,Dec,2010/12,Chronic lower respiratory diseases,J40-J47,12755
2010,Dec,2010/12,Diseases of liver,K70-K76,3956
2010,Dec,2010/12,Transport accidents,V01-V99,2884
2010,Dec,2010/12,Intentional self-harm,X60-X84,3038
2011,Jan,2011/01,Tuberculosis,A16-A19,46
2011,Jan,2011/01,Other bacterial diseases,A30-A49,3589
2011,Jan,2011/01,Viral hepatitis,B15-B19,731
2011,Jan,2011/01,Human immunodeficiency virus [HIV] disease,B20-B24,735
2011,Jan,2011/01,Sequelae of infectious and parasitic diseases,B90-B94,84
2011,Jan,2011/01,Diabetes mellitus,E10-E14,7023
2011,Jan,2011/01,Malnutrition,E40-E46,287
2011,Jan,2011/01,Obesity and other hyperalimentation,E65-E68,576
2011,Jan,2011/01,Other degenerative diseases of the nervous system,G30-G31,8958
2011,Jan,2011/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1344
2011,Jan,2011/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2430
2011,Jan,2011/01,Influenza and pneumonia,J09-J18,6117
2011,Jan,2011/01,Chronic lower respiratory diseases,J40-J47,14227
2011,Jan,2011/01,Diseases of liver,K70-K76,4113
2011,Jan,2011/01,Transport accidents,V01-V99,2563
2011,Jan,2011/01,Intentional self-harm,X60-X84,3143
2011,Feb,2011/02,Tuberculosis,A16-A19,39
2011,Feb,2011/02,Other bacterial diseases,A30-A49,3374
2011,Feb,2011/02,Viral hepatitis,B15-B19,653
2011,Feb,2011/02,Human immunodeficiency virus [HIV] disease,B20-B24,658
2011,Feb,2011/02,Sequelae of infectious and parasitic diseases,B90-B94,82
2011,Feb,2011/02,Diabetes mellitus,E10-E14,6412
2011,Feb,2011/02,Malnutrition,E40-E46,296
2011,Feb,2011/02,Obesity and other hyperalimentation,E65-E68,499
2011,Feb,2011/02,Other degenerative diseases of the nervous system,G30-G31,8156
2011,Feb,2011/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1207
2011,Feb,2011/02,"Diseases of arteries, arterioles and capillaries",I70-I78,2215
2011,Feb,2011/02,Influenza and pneumonia,J09-J18,5932
2011,Feb,2011/02,Chronic lower respiratory diseases,J40-J47,13335
2011,Feb,2011/02,Diseases of liver,K70-K76,3620
2011,Feb,2011/02,Transport accidents,V01-V99,2321
2011,Feb,2011/02,Intentional self-harm,X60-X84,2769
2011,Mar,2011/03,Tuberculosis,A16-A19,48
2011,Mar,2011/03,Other bacterial diseases,A30-A49,3405
2011,Mar,2011/03,Viral hepatitis,B15-B19,715
2011,Mar,2011/03,Human immunodeficiency virus [HIV] disease,B20-B24,686
2011,Mar,2011/03,Sequelae of infectious and parasitic diseases,B90-B94,74
2011,Mar,2011/03,Diabetes mellitus,E10-E14,6611
2011,Mar,2011/03,Malnutrition,E40-E46,287
2011,Mar,2011/03,Obesity and other hyperalimentation,E65-E68,558
2011,Mar,2011/03,Other degenerative diseases of the nervous system,G30-G31,8116
2011,Mar,2011/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1288
2011,Mar,2011/03,"Diseases of arteries, arterioles and capillaries",I70-I78,2307
2011,Mar,2011/03,Influenza and pneumonia,J09-J18,5962
2011,Mar,2011/03,Chronic lower respiratory diseases,J40-J47,14327
2011,Mar,2011/03,Diseases of liver,K70-K76,3893
2011,Mar,2011/03,Transport accidents,V01-V99,2789
2011,Mar,2011/03,Intentional self-harm,X60-X84,3387
2011,Apr,2011/04,Tuberculosis,A16-A19,48
2011,Apr,2011/04,Other bacterial diseases,A30-A49,3010
2011,Apr,2011/04,Viral hepatitis,B15-B19,648
2011,Apr,2011/04,Human immunodeficiency virus [HIV] disease,B20-B24,620
2011,Apr,2011/04,Sequelae of infectious and parasitic diseases,B90-B94,95
2011,Apr,2011/04,Diabetes mellitus,E10-E14,6130
2011,Apr,2011/04,Malnutrition,E40-E46,287
2011,Apr,2011/04,Obesity and other hyperalimentation,E65-E68,475
2011,Apr,2011/04,Other degenerative diseases of the nervous system,G30-G31,7430
2011,Apr,2011/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1226
2011,Apr,2011/04,"Diseases of arteries, arterioles and capillaries",I70-I78,2106
2011,Apr,2011/04,Influenza and pneumonia,J09-J18,4612
2011,Apr,2011/04,Chronic lower respiratory diseases,J40-J47,12704
2011,Apr,2011/04,Diseases of liver,K70-K76,3598
2011,Apr,2011/04,Transport accidents,V01-V99,2958
2011,Apr,2011/04,Intentional self-harm,X60-X84,3440
2011,May,2011/05,Tuberculosis,A16-A19,43
2011,May,2011/05,Other bacterial diseases,A30-A49,3158
2011,May,2011/05,Viral hepatitis,B15-B19,655
2011,May,2011/05,Human immunodeficiency virus [HIV] disease,B20-B24,619
2011,May,2011/05,Sequelae of infectious and parasitic diseases,B90-B94,70
2011,May,2011/05,Diabetes mellitus,E10-E14,6013
2011,May,2011/05,Malnutrition,E40-E46,252
2011,May,2011/05,Obesity and other hyperalimentation,E65-E68,525
2011,May,2011/05,Other degenerative diseases of the nervous system,G30-G31,7168
2011,May,2011/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1128
2011,May,2011/05,"Diseases of arteries, arterioles and capillaries",I70-I78,2046
2011,May,2011/05,Influenza and pneumonia,J09-J18,4269
2011,May,2011/05,Chronic lower respiratory diseases,J40-J47,12433
2011,May,2011/05,Diseases of liver,K70-K76,3635
2011,May,2011/05,Transport accidents,V01-V99,3220
2011,May,2011/05,Intentional self-harm,X60-X84,3459
2011,Jun,2011/06,Tuberculosis,A16-A19,43
2011,Jun,2011/06,Other bacterial diseases,A30-A49,2994
2011,Jun,2011/06,Viral hepatitis,B15-B19,611
2011,Jun,2011/06,Human immunodeficiency virus [HIV] disease,B20-B24,565
2011,Jun,2011/06,Sequelae of infectious and parasitic diseases,B90-B94,70
2011,Jun,2011/06,Diabetes mellitus,E10-E14,5764
2011,Jun,2011/06,Malnutrition,E40-E46,203
2011,Jun,2011/06,Obesity and other hyperalimentation,E65-E68,491
2011,Jun,2011/06,Other degenerative diseases of the nervous system,G30-G31,6732
2011,Jun,2011/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1082
2011,Jun,2011/06,"Diseases of arteries, arterioles and capillaries",I70-I78,1948
2011,Jun,2011/06,Influenza and pneumonia,J09-J18,3788
2011,Jun,2011/06,Chronic lower respiratory diseases,J40-J47,11078
2011,Jun,2011/06,Diseases of liver,K70-K76,3517
2011,Jun,2011/06,Transport accidents,V01-V99,3339
2011,Jun,2011/06,Intentional self-harm,X60-X84,3349
2011,Jul,2011/07,Tuberculosis,A16-A19,49
2011,Jul,2011/07,Other bacterial diseases,A30-A49,2991
2011,Jul,2011/07,Viral hepatitis,B15-B19,607
2011,Jul,2011/07,Human immunodeficiency virus [HIV] disease,B20-B24,617
2011,Jul,2011/07,Sequelae of infectious and parasitic diseases,B90-B94,75
2011,Jul,2011/07,Diabetes mellitus,E10-E14,5861
2011,Jul,2011/07,Malnutrition,E40-E46,249
2011,Jul,2011/07,Obesity and other hyperalimentation,E65-E68,462
2011,Jul,2011/07,Other degenerative diseases of the nervous system,G30-G31,6688
2011,Jul,2011/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1132
2011,Jul,2011/07,"Diseases of arteries, arterioles and capillaries",I70-I78,2052
2011,Jul,2011/07,Influenza and pneumonia,J09-J18,3668
2011,Jul,2011/07,Chronic lower respiratory diseases,J40-J47,10694
2011,Jul,2011/07,Diseases of liver,K70-K76,3631
2011,Jul,2011/07,Transport accidents,V01-V99,3703
2011,Jul,2011/07,Intentional self-harm,X60-X84,3569
2011,Aug,2011/08,Tuberculosis,A16-A19,50
2011,Aug,2011/08,Other bacterial diseases,A30-A49,2927
2011,Aug,2011/08,Viral hepatitis,B15-B19,655
2011,Aug,2011/08,Human immunodeficiency virus [HIV] disease,B20-B24,649
2011,Aug,2011/08,Sequelae of infectious and parasitic diseases,B90-B94,56
2011,Aug,2011/08,Diabetes mellitus,E10-E14,5763
2011,Aug,2011/08,Malnutrition,E40-E46,209
2011,Aug,2011/08,Obesity and other hyperalimentation,E65-E68,473
2011,Aug,2011/08,Other degenerative diseases of the nervous system,G30-G31,6651
2011,Aug,2011/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1172
2011,Aug,2011/08,"Diseases of arteries, arterioles and capillaries",I70-I78,1970
2011,Aug,2011/08,Influenza and pneumonia,J09-J18,3539
2011,Aug,2011/08,Chronic lower respiratory diseases,J40-J47,10191
2011,Aug,2011/08,Diseases of liver,K70-K76,3674
2011,Aug,2011/08,Transport accidents,V01-V99,3493
2011,Aug,2011/08,Intentional self-harm,X60-X84,3494
2011,Sep,2011/09,Tuberculosis,A16-A19,37
2011,Sep,2011/09,Other bacterial diseases,A30-A49,2874
2011,Sep,2011/09,Viral hepatitis,B15-B19,597
2011,Sep,2011/09,Human immunodeficiency virus [HIV] disease,B20-B24,576
2011,Sep,2011/09,Sequelae of infectious and parasitic diseases,B90-B94,76
2011,Sep,2011/09,Diabetes mellitus,E10-E14,5751
2011,Sep,2011/09,Malnutrition,E40-E46,249
2011,Sep,2011/09,Obesity and other hyperalimentation,E65-E68,438
2011,Sep,2011/09,Other degenerative diseases of the nervous system,G30-G31,6870
2011,Sep,2011/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1059
2011,Sep,2011/09,"Diseases of arteries, arterioles and capillaries",I70-I78,2012
2011,Sep,2011/09,Influenza and pneumonia,J09-J18,3479
2011,Sep,2011/09,Chronic lower respiratory diseases,J40-J47,9771
2011,Sep,2011/09,Diseases of liver,K70-K76,3650
2011,Sep,2011/09,Transport accidents,V01-V99,3275
2011,Sep,2011/09,Intentional self-harm,X60-X84,3321
2011,Oct,2011/10,Tuberculosis,A16-A19,33
2011,Oct,2011/10,Other bacterial diseases,A30-A49,3012
2011,Oct,2011/10,Viral hepatitis,B15-B19,628
2011,Oct,2011/10,Human immunodeficiency virus [HIV] disease,B20-B24,676
2011,Oct,2011/10,Sequelae of infectious and parasitic diseases,B90-B94,64
2011,Oct,2011/10,Diabetes mellitus,E10-E14,5953
2011,Oct,2011/10,Malnutrition,E40-E46,227
2011,Oct,2011/10,Obesity and other hyperalimentation,E65-E68,465
2011,Oct,2011/10,Other degenerative diseases of the nervous system,G30-G31,7572
2011,Oct,2011/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1186
2011,Oct,2011/10,"Diseases of arteries, arterioles and capillaries",I70-I78,2122
2011,Oct,2011/10,Influenza and pneumonia,J09-J18,3849
2011,Oct,2011/10,Chronic lower respiratory diseases,J40-J47,10897
2011,Oct,2011/10,Diseases of liver,K70-K76,3758
2011,Oct,2011/10,Transport accidents,V01-V99,3493
2011,Oct,2011/10,Intentional self-harm,X60-X84,3300
2011,Nov,2011/11,Tuberculosis,A16-A19,43
2011,Nov,2011/11,Other bacterial diseases,A30-A49,3004
2011,Nov,2011/11,Viral hepatitis,B15-B19,658
2011,Nov,2011/11,Human immunodeficiency virus [HIV] disease,B20-B24,656
2011,Nov,2011/11,Sequelae of infectious and parasitic diseases,B90-B94,58
2011,Nov,2011/11,Diabetes mellitus,E10-E14,6056
2011,Nov,2011/11,Malnutrition,E40-E46,229
2011,Nov,2011/11,Obesity and other hyperalimentation,E65-E68,486
2011,Nov,2011/11,Other degenerative diseases of the nervous system,G30-G31,7503
2011,Nov,2011/11,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1135
2011,Nov,2011/11,"Diseases of arteries, arterioles and capillaries",I70-I78,2248
2011,Nov,2011/11,Influenza and pneumonia,J09-J18,4078
2011,Nov,2011/11,Chronic lower respiratory diseases,J40-J47,11132
2011,Nov,2011/11,Diseases of liver,K70-K76,3747
2011,Nov,2011/11,Transport accidents,V01-V99,3113
2011,Nov,2011/11,Intentional self-harm,X60-X84,3132
2011,Dec,2011/12,Tuberculosis,A16-A19,60
2011,Dec,2011/12,Other bacterial diseases,A30-A49,3352
2011,Dec,2011/12,Viral hepatitis,B15-B19,692
2011,Dec,2011/12,Human immunodeficiency virus [HIV] disease,B20-B24,626
2011,Dec,2011/12,Sequelae of infectious and parasitic diseases,B90-B94,74
2011,Dec,2011/12,Diabetes mellitus,E10-E14,6494
2011,Dec,2011/12,Malnutrition,E40-E46,234
2011,Dec,2011/12,Obesity and other hyperalimentation,E65-E68,516
2011,Dec,2011/12,Other degenerative diseases of the nervous system,G30-G31,7800
2011,Dec,2011/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1247
2011,Dec,2011/12,"Diseases of arteries, arterioles and capillaries",I70-I78,2291
2011,Dec,2011/12,Influenza and pneumonia,J09-J18,4533
2011,Dec,2011/12,Chronic lower respiratory diseases,J40-J47,12154
2011,Dec,2011/12,Diseases of liver,K70-K76,4064
2011,Dec,2011/12,Transport accidents,V01-V99,3013
2011,Dec,2011/12,Intentional self-harm,X60-X84,3079
2012,Jan,2012/01,Tuberculosis,A16-A19,44
2012,Jan,2012/01,Other bacterial diseases,A30-A49,3390
2012,Jan,2012/01,Viral hepatitis,B15-B19,739
2012,Jan,2012/01,Human immunodeficiency virus [HIV] disease,B20-B24,611
2012,Jan,2012/01,Sequelae of infectious and parasitic diseases,B90-B94,78
2012,Jan,2012/01,Diabetes mellitus,E10-E14,6654
2012,Jan,2012/01,Malnutrition,E40-E46,301
2012,Jan,2012/01,Obesity and other hyperalimentation,E65-E68,558
2012,Jan,2012/01,Other degenerative diseases of the nervous system,G30-G31,8217
2012,Jan,2012/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1342
2012,Jan,2012/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2336
2012,Jan,2012/01,Influenza and pneumonia,J09-J18,5114
2012,Jan,2012/01,Chronic lower respiratory diseases,J40-J47,13293
2012,Jan,2012/01,Diseases of liver,K70-K76,4033
2012,Jan,2012/01,Transport accidents,V01-V99,2868
2012,Jan,2012/01,Intentional self-harm,X60-X84,3302
2012,Feb,2012/02,Tuberculosis,A16-A19,32
2012,Feb,2012/02,Other bacterial diseases,A30-A49,3096
2012,Feb,2012/02,Viral hepatitis,B15-B19,665
2012,Feb,2012/02,Human immunodeficiency virus [HIV] disease,B20-B24,612
2012,Feb,2012/02,Sequelae of infectious and parasitic diseases,B90-B94,86
2012,Feb,2012/02,Diabetes mellitus,E10-E14,6095
2012,Feb,2012/02,Malnutrition,E40-E46,262
2012,Feb,2012/02,Obesity and other hyperalimentation,E65-E68,537
